ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,ph_deviation,mineral_load,chloramines_conductivity,thm_per_carbon,turbidity_solids_ratio,Potability
0.45919941287258853,0.3101168780791508,0.11912744310784862,-0.6342439450400359,1.723284727755704,0.6759220029535283,0.4444456731021723,-0.3058957600332761,-0.13950302763393507,-0.04152386679144791,0.0033766994426402816,-0.03644890350258662,-0.4518848738465575,-0.13772986524803718,0
-0.6181329755931496,0.783865179326303,-0.6707251361994184,0.6955287838659718,1.3550221432588752,-1.0457319886292742,-1.6741727039606382,-1.2927730837476858,-0.37375955320452053,0.07786079256950584,1.397852505064409,-0.331902632709364,0.5653573637871818,0.7269942463149538,1
0.8350315293095345,0.8222049899057717,0.6833572611015012,-0.4674121273702833,-0.26825294487527623,-0.5608094311587346,0.07270550213627602,-0.29467984735902786,0.4097891538925724,0.4892023200528532,-0.24765482313636067,-0.6424997134316502,-0.24163848949443217,-0.3027285001485065,0
-0.1909098670142086,0.5621655887529386,0.0820940694102155,0.031600641297372785,-0.3838392591398479,-0.46136227989410367,0.6068411864019436,0.39774885403661286,-0.07438893767318171,-0.5254364814832042,0.11222390177024277,-0.2667776307538801,-0.12281808402344715,-0.08410326734105512,0
-0.33504331721241065,0.1465778611040976,-0.323404222435213,-0.4562094580522616,-0.18229353517889224,0.49168461423731297,0.5383386818013597,-1.0350370572509628,-0.4179087806744587,-0.32190039961341926,0.42999356121491694,0.003421386096787541,-0.9247583936048197,0.15740495431711288,0
0.4096873376036801,-0.3618722761708254,-0.1008201323101576,0.88663814293061,1.1201857118340173,0.5554576455488189,-1.2641039579234952,-0.43522145914335886,-0.42515553720040633,-0.11144166721610753,-0.012496695941050972,1.1553450900072966,0.93631952313226,-0.07403586995210082,0
-0.17260829151341872,-1.08724023895247,-0.4557534993200108,-0.5158740217196376,0.2006377405415371,1.5103488627135326,0.6754589253577873,-0.5253312800540176,-0.9340296999944835,-0.5512808012046319,0.10478726358691756,0.5614548097666565,-0.6833755962766961,0.047447686214507914,1
-0.107799090629993,0.358155313127074,-0.5597377172973446,0.07117814173333033,-0.4140781854476288,1.26880380324186,0.4027474395297697,0.21941087115523478,0.11986316367124798,-0.6428002285047134,0.9247658824399905,0.9852183445617506,-0.11179816300532622,0.8110647252028724,0
0.6400102194938073,0.578903964612255,0.8594776105926307,-0.16745812138884422,-1.6504531146173307,-0.12456643185959161,0.4616505637778343,0.23158222640879075,-1.937578453740076,0.21380564269293195,-0.3904914576529685,-0.1693531304478442,-0.13862066855367625,-1.0288217093351915,0
-0.7711100551287604,-0.8952939604310081,0.7115405009687523,-0.03761358672469833,0.3737140926967414,-0.4374259292768657,1.2969484809310026,1.0459059798195256,-0.46765069520674996,0.29388528474494585,-0.6536150903533967,-0.2940746813111854,-0.1307489585414995,-0.5713026647043808,1
-0.2436940888217785,0.963071015117961,0.5334156902804401,0.0984003450185767,-0.762746621634644,0.5705275460780576,0.41789587343428186,-0.4019608827232595,-0.7583728155647183,-0.45089796404339577,-0.12508289709731366,0.5126732165322598,-0.4968950734561563,-0.5859652887773843,0
-0.4154327995718819,-0.40261468481694285,-0.28816584967404923,-0.3196888319231741,0.7784422579760578,-0.12360078721960324,-0.6220129362019698,-0.19827734080000342,0.5432837797692015,-0.20837949075786297,0.1726627642245148,-0.2749202370367587,0.36807483480423725,0.5830974835048484,1
0.9641220446720843,-2.046397786174681,0.22131766916306717,0.8263554860982473,-0.03340374888299265,-0.9383109272895969,0.5439541934324487,-0.6927437899067015,-1.0523360947473626,0.671495727081643,-0.7466667895407834,-0.1720909806754494,-0.7262313759355381,-0.5401706521444625,1
0.08443688858411912,0.48887377694685485,0.37589628734344194,-0.6662085197945721,-1.598768310607104,0.032160477897249705,-0.5618826780759636,0.2476510127487463,-0.8208863307247348,-0.5707396437010653,-0.1414937210073214,-0.4284281024721203,0.6750469414701153,-0.5357397344042467,0
0.738573656215088,-0.0010750601958185828,-0.1530826079972146,0.1289818078346416,0.19840889803155726,-0.32206250617403215,-0.0219616261262331,0.3515453095240502,1.4180524856780372,0.35299065282266373,0.1646992894586771,-0.10485453656684109,0.26046292348497185,0.793567765577807,0
-0.15904927873630834,0.0392075715218033,1.2695760271197944,-0.025960697131332318,0.2609991759229608,0.3928191542410939,-0.7889025717811478,-0.4045747761675051,-0.39571163145955635,-0.5704279757909642,-0.6539919915526522,0.28653122150852567,0.35941560210326806,-0.735025485773387,0
-0.30997719666631907,2.0549049377664668,0.3902837275972073,-0.17907660927479513,0.7583008373602524,0.6279930806704936,0.544915618888527,0.6669119763613398,-0.35661838380275873,-0.35729717917160986,0.25786565650899895,0.31981153753949293,0.06975094746184761,-0.38795422994110196,1
0.90855588247715,-0.9367172620032145,0.235595440264262,-1.4257541004601217,0.6042557136375217,0.5683040557541976,-1.226448218103945,0.05806490998233282,-1.1405994822337027,0.5930287305437432,-0.44053793682850173,-0.7562044704121221,1.4086950155440847,-0.5790513163080386,0
-0.07236967754249167,-0.5989536245422821,-0.06706363107899489,-0.20549595529561565,0.3961519058345063,-0.44878116163147225,1.338061621557185,0.12976389703569244,0.5676449526395148,-0.6928313899933187,-0.12251095332050038,-0.40845888351264026,-0.595721018228186,0.3158564014709598,1
0.4118869855074028,0.5939445258372821,0.83955911277314,-0.15816576560811751,0.1570355849063072,-0.18100934944389935,-0.3493198363299764,0.20687113939005536,1.0932616582409629,-0.10833546449077788,-0.3780017644528429,-0.20039582964889627,0.43190357513188254,-0.18931605351197348,0
-0.3634880858288722,0.6753818422827794,0.2522158983408372,-1.0230490630969824,0.25124886559752185,-0.3762639207201238,0.3787082081424659,-0.0038993854878918454,0.24896609036977,-0.2817325083576015,-0.00023230864393295316,-0.891352880993226,-0.23419854145987218,-0.09285754368920462,0
-0.8166391774738962,-0.24494506338628758,-0.7381149315800689,0.6001461883818199,0.40043581010426016,1.3299772267828254,0.026500599665507923,-0.18767510142114188,-0.6165829732440651,0.3581786126320945,1.031240244577429,1.546332183725854,-0.14090962665477286,0.706765743000666,0
0.5185276394861377,-0.5983675003547168,-0.6312458954108254,-0.07857208574844353,0.5219569022309207,0.4004906466160142,0.5248592496809164,0.08500791308754475,-0.5873958106965912,0.04225567760021976,0.6094774583205562,0.24978992867492972,-0.2604818520121518,0.5130843695421897,0
0.41190657719384355,-0.28393567627516936,0.8206507614660149,0.474719013147582,-0.3563876943332432,-0.9752579250984191,0.6787087191743807,-0.33274076209526743,1.1938130452116162,-0.10830779835852423,-0.5603231386807734,-0.3911047557080225,-0.5756386333456582,-0.15142432055826982,1
0.43427676844441526,0.23361826257601054,0.5205049793467807,-1.5538402752312517,-0.8477778610846564,0.7895768902833049,-1.219306910401563,-0.9413036669795622,0.08597750234845424,-0.07671803851056419,-0.29648733669501937,-0.77531806745571,0.32579206961904905,-0.31534561323426324,1
1.0026104944669343,-1.3088112161980043,-0.6507124043269472,0.4067183590472168,-0.7123776161741033,-1.1105613684692146,-0.35619571694609875,-0.8638499130108551,0.0252135587032996,0.7258466654496155,0.2899265907469428,-0.5320793434276996,-0.37778902737023573,0.9424425728474144,0
-0.41006328003117176,-0.6478653129800391,1.5512617169765757,-1.2113060112263276,0.46760406686265454,-0.38566579420764263,1.4026078751393058,1.5968348329975832,-1.1332381855724358,-0.21596198439370193,-0.8510681873066154,-1.0178326029688138,0.0850423717366938,-0.964410399769321,0
0.60534983373948,0.4692570936309167,0.5313470911057918,-0.37156387934195195,-1.8941873881132238,0.5662687289528495,-0.4198234010340834,-0.0486601639972266,-0.636181432639183,0.164860452642808,-0.2448481523119005,0.11905427484570565,0.29913049180222046,-0.546902193440927,1
-0.7032275608189459,-0.810079206219077,0.1795820884994562,0.21957908345721117,0.5216778679445302,-0.2098608475714448,0.9681076162197874,0.7080792946567196,0.29328702979601967,0.198025948134547,-0.3705605525477889,0.03766494490849733,-0.14259362708652326,-0.022026413525720004,1
-1.2944971372755607,-0.13201782922479174,0.2137492340191974,-0.1242951147427519,-0.4638422441334198,-0.9577574894059931,0.9488758151773067,-1.1775177899493612,-0.35530480133995923,1.0329791998280096,-0.1988707700190434,-0.6986210591785261,-1.1334644577511084,-0.2835835323763433,0
0.801852384357241,0.6281015797729296,0.4737035171384088,-1.0901656434448335,-0.022641350085279767,-0.3218183054428725,1.6079182729705364,0.20145102997361475,0.8709644648749305,0.442348843957658,-0.17007049587792633,-0.9085154213404572,-0.6565084666903375,-0.037827183825806736,0
-0.6867467863547323,0.102164449185914,1.0511157585477182,0.16552487425942167,0.24064109919508472,-0.22557453828043963,-0.10507737924395356,-0.14815617900098743,-0.09177222974641717,0.17475284771259167,-0.5680766475468313,-0.01057584138962356,-0.024802385816357297,-0.5939562278495543,0
-1.390035980571105,-0.3410556374981414,0.05638072987818622,-1.2007557340320354,-0.19985133438556021,-0.1905473618232803,1.0397182603586534,0.02908941608930459,0.547842981296921,1.1678930716877773,-0.14270772994088785,-0.920627183438905,-0.5309458246027661,0.18162324806552485,0
0.45796368531635917,-0.1458681232232346,-0.020487074653562913,1.55547789294998,-0.8213030954698195,0.39780779554995455,-1.1797153061323575,-0.3249338524374956,0.9620641778127065,-0.043268882571668194,-0.01572840011347139,1.5527550685877334,0.925654499555247,0.42818552742576954,0
0.7153527484576624,-1.99739220354519,-1.1149067694383825,1.0232511407346534,0.4133208403137045,1.346149153614938,-0.2923307484536345,0.33184837001729944,0.11435239907164003,0.3201995652860312,1.0347881833649468,1.9748956126577628,0.47388026306829156,2.8067222951112987,1
0.1817250765957858,-0.28072806391451677,-0.39278121328939025,-0.9042450469429124,-0.41022403701536614,-0.05630360882478892,0.41824042962431934,-0.08569069638007339,0.4173744030451365,-0.4333554586081824,0.35719317621343444,-0.6477187575559307,-0.30558630468976583,0.6797021751649558,0
1.0662468742025313,-0.17042693772753142,-0.6250292074272799,0.02170710056536399,1.7342313648888206,-0.7641164945383939,1.0104002186468393,-0.3218536682921157,-0.899755302266198,0.815709909394377,0.8082725645388318,-0.48483953686857106,-0.7025279890666591,0.3057607243086474,0
-1.0173848821467424,-1.1042273661162432,2.027907427330131,0.40046152483603326,-1.803834585869753,0.5978971434931212,0.204759270341228,-0.44367332355173045,0.1897451152062917,0.6416589159559495,-1.0130176612459942,0.7851102441592147,-0.4144286875971842,-0.7880389026022364,0
0.5336848965380897,0.42418577001421165,-0.3502850852253396,-1.1936721702329596,-0.9833276363255447,0.46008151062880875,-0.012939471411915045,0.8072455150453569,-0.38229575460213755,0.06365979099655582,0.5787169459307205,-0.613512473769709,0.5650425054768827,0.20785432688134903,0
-0.8808295112919022,1.7505455990877998,0.7590969644012705,-0.04483733807555454,-1.3221005504135177,0.9162428944175438,0.41963521185770203,-1.8755193929375353,0.08562259336461006,0.4488241152636096,-0.08101282222592139,0.6309261574629719,-1.389522845776721,-0.43244892205454993,0
-0.09651629226998752,-0.6036010190767317,-0.8965640456879893,0.16895243374920849,0.9908276520961758,0.9900171129282554,-0.9032951552169276,-1.5208757265534671,-0.9164189941345563,-0.6587330780102545,1.2765115204318183,0.8767830693498903,-0.556435461603923,0.8699462555400519,0
0.36205168400570414,1.5538816330370444,-0.6048303274705029,-1.0222849426914042,-1.032644132384336,-0.3574298971849749,0.8195420747667357,-0.4106875802798836,0.00036673310260166555,-0.17870970442263853,1.6011621850792404,-0.8814831399322691,-0.6771576387865609,0.8288436865704928,1
0.7570197027834767,0.6354422824807723,-0.4050818689337594,1.201245509946791,0.32099640705143345,0.6661443790864356,1.8604121107973137,0.4634719405849183,-1.184041878433333,0.3790389853877595,0.7534477060910069,1.5188330580036347,-0.6223352242363717,-0.14372044178384594,0
0.9139244603580813,0.4774984471567104,-0.4342838652012029,0.21753745031812985,-0.40926866027072245,-0.5772479981215257,0.16448335075609793,0.6741227928513724,0.02254909791462401,0.6006098944275948,0.7381725448250465,-0.23466040443932337,0.3330142882475104,0.5365833712083887,0
-0.012816434561884119,0.0640015698295859,0.13579708046936606,0.43057790076547336,-0.6887851662714272,0.9273923237293534,0.10484528384060168,-0.40770670771250206,-0.0456658928248477,-0.708074594850389,-0.08351601008647294,1.0668885597761866,-0.33560186761629174,-0.11471648825973943,1
-0.05845208490676556,-0.38380978423475043,0.5824743426412662,0.24644361657117794,-0.8474760308837531,-0.07056791867008551,-1.3197824527145143,0.3379923671218181,-0.16613542340453896,-0.7124849282263943,-0.4789528759753332,0.15946171546359003,1.894834356810719,-0.4251022216623216,1
1.6587101016327168,-1.4800419590648137,-0.34608730088557027,0.34876864670667324,0.62160729739451,0.10955459950120724,-0.7742119302311624,-1.6346795469225943,1.5149288581446432,1.6523487589969061,-0.1820888260120492,0.3693054532645552,-0.7455846030697981,1.1606668172146872,0
-0.47114420490379727,0.2196382413127315,0.4296420546710107,0.6656536204830075,1.1512947571598746,0.27053807750760867,-0.06821138763508135,-1.7240158822038316,0.6028627316298854,-0.12970739110906854,-0.24621029310226544,0.7373444093036443,-1.146117185330918,-0.09509896169239133,1
